Product Name,Manufacturer,Color,Brand,Order Date,Fiscal Month Of Year Name,Sales Quantity,Sales Amount,Customer Count,Delivered Quantity
Fabrikam Laptop13.3 M3000 Red,"Fabrikam, Inc.",Red,Fabrikam,2007-06-06 00:00:00,Jun,7,2660,1,7
Fabrikam Laptop13.3W M3080 Red,"Fabrikam, Inc.",Red,Fabrikam,2008-10-05 00:00:00,Oct,2,778,1,2
Fabrikam Laptop14.1 E4101 Red,"Fabrikam, Inc.",Red,Fabrikam,2007-02-16 00:00:00,Feb,7,2310,6,7
Fabrikam Laptop14.1 E4101 Red,"Fabrikam, Inc.",Red,Fabrikam,2009-08-25 00:00:00,Aug,8,2640,1,1
Fabrikam Laptop14.1 E4101 Red,"Fabrikam, Inc.",Red,Fabrikam,2009-08-25 00:00:00,Sep,,,,7
Fabrikam Laptop16 M6000 Black,"Fabrikam, Inc.",Black,Fabrikam,2008-03-31 00:00:00,Mar,8,4792,1,
Fabrikam Laptop16 M6000 Black,"Fabrikam, Inc.",Black,Fabrikam,2008-03-31 00:00:00,Apr,,,,8
Fabrikam Laptop16 M6000 Black,"Fabrikam, Inc.",Black,Fabrikam,2008-09-03 00:00:00,Sep,8,4792,1,8
Fabrikam Laptop16 M6000 Black,"Fabrikam, Inc.",Black,Fabrikam,2009-11-11 00:00:00,Nov,7,4193,1,7
Fabrikam Laptop17 M7000 Black,"Fabrikam, Inc.",Black,Fabrikam,2009-08-14 00:00:00,Aug,6,4914,1,6
Fabrikam Laptop8.9 M0801 Silver,"Fabrikam, Inc.",Silver,Fabrikam,2007-06-21 00:00:00,Jun,7,2545,1,3
Fabrikam Laptop8.9 M0801 Silver,"Fabrikam, Inc.",Silver,Fabrikam,2007-06-21 00:00:00,Jul,,,,4
Fabrikam Laptop8.9W E0880 Silver,"Fabrikam, Inc.",Silver,Fabrikam,2007-06-06 00:00:00,Jun,7,2352,1,7
Fabrikam Laptop8.9W E0880 Silver,"Fabrikam, Inc.",Silver,Fabrikam,2008-09-22 00:00:00,Sep,8,2688,1,3
Fabrikam Laptop8.9W E0880 Silver,"Fabrikam, Inc.",Silver,Fabrikam,2008-09-22 00:00:00,Oct,,,,5
Fabrikam Microwave 0.8CuFt E0800 White,"Fabrikam, Inc.",White,Fabrikam,2008-03-16 00:00:00,Mar,11,1045,1,11
Fabrikam Microwave 0.9CuFt E0900 Black,"Fabrikam, Inc.",Black,Fabrikam,2007-10-30 00:00:00,Oct,1,100,1,
Fabrikam Microwave 0.9CuFt E0900 Black,"Fabrikam, Inc.",Black,Fabrikam,2007-10-30 00:00:00,Nov,,,,1
Fabrikam Microwave 0.9CuFt E0900 Black,"Fabrikam, Inc.",Black,Fabrikam,2009-07-01 00:00:00,Jul,8,800,1,8
Fabrikam Microwave 0.9CuFt E0900 Grey,"Fabrikam, Inc.",Grey,Fabrikam,2007-02-07 00:00:00,Feb,7,700,6,7
Fabrikam Microwave 0.9CuFt E0900 Grey,"Fabrikam, Inc.",Grey,Fabrikam,2008-05-21 00:00:00,May,2,200,1,2
Fabrikam Microwave 0.9CuFt E0900 Grey,"Fabrikam, Inc.",Grey,Fabrikam,2009-05-22 00:00:00,May,10,1000,1,7
Fabrikam Microwave 0.9CuFt E0900 Grey,"Fabrikam, Inc.",Grey,Fabrikam,2009-05-22 00:00:00,Jun,,,,3
Fabrikam Microwave 0.9CuFt E0900 Red,"Fabrikam, Inc.",Red,Fabrikam,2009-04-27 00:00:00,Apr,15,1500,1,
Fabrikam Microwave 0.9CuFt E0900 Red,"Fabrikam, Inc.",Red,Fabrikam,2009-04-27 00:00:00,May,,,,15
Fabrikam Microwave 1.0CuFt E1100 Black,"Fabrikam, Inc.",Black,Fabrikam,2007-05-07 00:00:00,May,5,700,1,5
Fabrikam Microwave 1.0CuFt E1100 Blue,"Fabrikam, Inc.",Blue,Fabrikam,2007-10-07 00:00:00,Oct,14,1960,1,14
Fabrikam Microwave 1.0CuFt E1100 Silver,"Fabrikam, Inc.",Silver,Fabrikam,2007-12-30 00:00:00,Dec,6,840,1,
Fabrikam Microwave 1.0CuFt E1100 Silver,"Fabrikam, Inc.",Silver,Fabrikam,2007-12-30 00:00:00,Jan,,,,6
Fabrikam Microwave 1.5CuFt X1100 Black,"Fabrikam, Inc.",Black,Fabrikam,2009-12-29 00:00:00,,8,5328,1,8
Fabrikam Microwave 1.6CuFt M1250 Black,"Fabrikam, Inc.",Black,Fabrikam,2007-09-11 00:00:00,Sep,7,1260,1,7
Fabrikam Microwave 1.6CuFt M1250 Blue,"Fabrikam, Inc.",Blue,Fabrikam,2008-05-02 00:00:00,May,12,2160,1,12
Fabrikam Microwave 1.6CuFt M1250 Red,"Fabrikam, Inc.",Red,Fabrikam,2009-04-27 00:00:00,Apr,8,1440,1,
Fabrikam Microwave 1.6CuFt M1250 Red,"Fabrikam, Inc.",Red,Fabrikam,2009-04-27 00:00:00,May,,,,8
Fabrikam Microwave 1.6CuFt M1250 Silver,"Fabrikam, Inc.",Silver,Fabrikam,2007-05-08 00:00:00,May,4,720,2,4
Fabrikam Microwave 1.6CuFt M1250 White,"Fabrikam, Inc.",White,Fabrikam,2008-07-07 00:00:00,Jul,8,1440,1,8
Fabrikam Microwave 2.2CuFt M1250 Blue,"Fabrikam, Inc.",Blue,Fabrikam,2008-01-16 00:00:00,Jan,3,600,1,3
Fabrikam Microwave 2.2CuFt M1250 Red,"Fabrikam, Inc.",Red,Fabrikam,2008-09-21 00:00:00,Sep,1,200,1,1
Fabrikam Refrigerator 1.7CuFt E1200 Brown,"Fabrikam, Inc.",Brown,Fabrikam,2009-01-12 00:00:00,Jan,1,130,1,1
Fabrikam Refrigerator 1.7CuFt E1200 Brown,"Fabrikam, Inc.",Brown,Fabrikam,2009-10-20 00:00:00,Oct,15,1950,1,15
Fabrikam Refrigerator 1.7CuFt E1200 Green,"Fabrikam, Inc.",Green,Fabrikam,2007-08-11 00:00:00,Aug,1,130,1,1
Fabrikam Refrigerator 1.7CuFt E1200 Green,"Fabrikam, Inc.",Green,Fabrikam,2009-04-02 00:00:00,Apr,14,1820,1,14
Fabrikam Refrigerator 1.7CuFt E1200 Green,"Fabrikam, Inc.",Green,Fabrikam,2009-06-30 00:00:00,Jun,9,1170,1,
Fabrikam Refrigerator 1.7CuFt E1200 Green,"Fabrikam, Inc.",Green,Fabrikam,2009-06-30 00:00:00,Jul,,,,9
Fabrikam Refrigerator 1.7CuFt E1200 Orange,"Fabrikam, Inc.",Orange,Fabrikam,2008-05-12 00:00:00,May,7,910,1,7
Fabrikam Refrigerator 1.7CuFt E1200 Silver,"Fabrikam, Inc.",Silver,Fabrikam,2007-07-19 00:00:00,Jul,9,1170,1,9
Fabrikam Refrigerator 1.7CuFt E1200 White,"Fabrikam, Inc.",White,Fabrikam,2009-05-05 00:00:00,May,10,1300,1,10
Fabrikam Refrigerator 19CuFt M7600 Green,"Fabrikam, Inc.",Green,Fabrikam,2009-11-15 00:00:00,Nov,2,1798,1,2
Fabrikam Refrigerator 19CuFt M7600 Orange,"Fabrikam, Inc.",Orange,Fabrikam,2009-05-05 00:00:00,May,1,899,1,1
Fabrikam Refrigerator 24.7CuFt X9800 White,"Fabrikam, Inc.",White,Fabrikam,2009-05-03 00:00:00,May,11,35200,6,11
Fabrikam Refrigerator 24.7CuFt X9800 White,"Fabrikam, Inc.",White,Fabrikam,2009-05-24 00:00:00,May,6,19200,1,2
Fabrikam Refrigerator 24.7CuFt X9800 White,"Fabrikam, Inc.",White,Fabrikam,2009-05-24 00:00:00,Jun,,,,4
Fabrikam Refrigerator 24.7CuFt X9800 White,"Fabrikam, Inc.",White,Fabrikam,2009-10-01 00:00:00,Oct,8,25600,1,8
Fabrikam Refrigerator 3.2CuFt E1600 Blue,"Fabrikam, Inc.",Blue,Fabrikam,2007-01-12 00:00:00,Jan,2,560,1,2
Fabrikam Refrigerator 3.2CuFt E1600 Blue,"Fabrikam, Inc.",Blue,Fabrikam,2008-10-18 00:00:00,Oct,7,1960,1,7
Fabrikam Refrigerator 3.2CuFt E1600 Brown,"Fabrikam, Inc.",Brown,Fabrikam,2007-04-26 00:00:00,Apr,3,840,1,
Fabrikam Refrigerator 3.2CuFt E1600 Brown,"Fabrikam, Inc.",Brown,Fabrikam,2007-04-26 00:00:00,May,,,,3
Fabrikam Refrigerator 3.2CuFt E1600 Grey,"Fabrikam, Inc.",Grey,Fabrikam,2007-03-27 00:00:00,Mar,4,1120,1,
Fabrikam Refrigerator 3.2CuFt E1600 Grey,"Fabrikam, Inc.",Grey,Fabrikam,2007-03-27 00:00:00,Apr,,,,4
Fabrikam Refrigerator 3.2CuFt E1600 Grey,"Fabrikam, Inc.",Grey,Fabrikam,2007-05-06 00:00:00,May,6,1680,1,6
Fabrikam Refrigerator 3.2CuFt E1600 Silver,"Fabrikam, Inc.",Silver,Fabrikam,2008-06-21 00:00:00,Jun,1,280,1,1
Fabrikam Refrigerator 4.6CuFt E2800 Blue,"Fabrikam, Inc.",Blue,Fabrikam,2007-05-11 00:00:00,May,2,600,1,2
Fabrikam Refrigerator 4.6CuFt E2800 Brown,"Fabrikam, Inc.",Brown,Fabrikam,2008-11-18 00:00:00,Nov,13,3900,1,13
Fabrikam Refrigerator 4.6CuFt E2800 Orange,"Fabrikam, Inc.",Orange,Fabrikam,2008-11-23 00:00:00,Nov,11,3300,1,3
Fabrikam Refrigerator 4.6CuFt E2800 Orange,"Fabrikam, Inc.",Orange,Fabrikam,2008-11-23 00:00:00,Dec,,,,8
Fabrikam Refrigerator 4.6CuFt E2800 Silver,"Fabrikam, Inc.",Silver,Fabrikam,2007-12-05 00:00:00,Dec,6,1800,1,6
Fabrikam Refrigerator 4.6CuFt E2800 White,"Fabrikam, Inc.",White,Fabrikam,2007-06-29 00:00:00,Jun,14,4200,1,
Fabrikam Refrigerator 4.6CuFt E2800 White,"Fabrikam, Inc.",White,Fabrikam,2007-06-29 00:00:00,Jul,,,,14
Fabrikam Refrigerator 9.7CuFt M5600 Blue,"Fabrikam, Inc.",Blue,Fabrikam,2007-06-22 00:00:00,Jun,3,1479,1,3
Fabrikam Refrigerator 9.7CuFt M5600 Blue,"Fabrikam, Inc.",Blue,Fabrikam,2007-09-09 00:00:00,Sep,6,2958,1,6
Fabrikam Refrigerator 9.7CuFt M5600 Grey,"Fabrikam, Inc.",Grey,Fabrikam,2007-04-07 00:00:00,Apr,14,6902,9,14
Fabrikam Refrigerator 9.7CuFt M5600 Grey,"Fabrikam, Inc.",Grey,Fabrikam,2007-05-14 00:00:00,May,6,2958,1,6
Fabrikam Refrigerator 9.7CuFt M5600 Grey,"Fabrikam, Inc.",Grey,Fabrikam,2007-08-02 00:00:00,Aug,5,2465,1,5
Fabrikam Refrigerator 9.7CuFt M5600 Grey,"Fabrikam, Inc.",Grey,Fabrikam,2007-09-13 00:00:00,Sep,4,1972,1,4
Fabrikam Refrigerator 9.7CuFt M5600 Grey,"Fabrikam, Inc.",Grey,Fabrikam,2008-11-10 00:00:00,Nov,6,2958,1,6
"Fabrikam SLR Camera 35"" M358 Black","Fabrikam, Inc.",Black,Fabrikam,2008-11-28 00:00:00,Nov,15,4920,1,
"Fabrikam SLR Camera 35"" M358 Black","Fabrikam, Inc.",Black,Fabrikam,2008-11-28 00:00:00,Dec,,,,15
"Fabrikam SLR Camera 35"" M358 Blue","Fabrikam, Inc.",Blue,Fabrikam,2007-06-03 00:00:00,Jun,8,2624,1,8
"Fabrikam SLR Camera 35"" M358 Blue","Fabrikam, Inc.",Blue,Fabrikam,2009-02-17 00:00:00,Feb,4,1312,1,4
"Fabrikam SLR Camera 35"" M358 Gold","Fabrikam, Inc.",Gold,Fabrikam,2007-03-08 00:00:00,Mar,7,2296,1,7
"Fabrikam SLR Camera 35"" M358 Gold","Fabrikam, Inc.",Gold,Fabrikam,2008-11-14 00:00:00,Nov,11,3608,1,11
"Fabrikam SLR Camera 35"" M358 Green","Fabrikam, Inc.",Green,Fabrikam,2008-01-06 00:00:00,Jan,13,4264,1,13
"Fabrikam SLR Camera 35"" M358 Pink","Fabrikam, Inc.",Pink,Fabrikam,2009-05-27 00:00:00,May,7,2296,1,
"Fabrikam SLR Camera 35"" M358 Pink","Fabrikam, Inc.",Pink,Fabrikam,2009-05-27 00:00:00,Jun,,,,7
"Fabrikam SLR Camera 35"" M358 Silver","Fabrikam, Inc.",Silver,Fabrikam,2009-09-07 00:00:00,Sep,13,4264,1,13
"Fabrikam SLR Camera 35"" M358 Silver Grey","Fabrikam, Inc.",Silver Grey,Fabrikam,2009-07-09 00:00:00,Jul,1,328,1,1
"Fabrikam SLR Camera 35"" X358 Black","Fabrikam, Inc.",Black,Fabrikam,2009-07-02 00:00:00,Jul,8,3490,1,8
"Fabrikam SLR Camera 35"" X358 Grey","Fabrikam, Inc.",Grey,Fabrikam,2007-06-18 00:00:00,Jun,14,6107,1,14
"Fabrikam SLR Camera 35"" X358 Orange","Fabrikam, Inc.",Orange,Fabrikam,2007-01-05 00:00:00,Jan,12,5234,1,12
"Fabrikam SLR Camera 35"" X358 Orange","Fabrikam, Inc.",Orange,Fabrikam,2009-06-17 00:00:00,Jun,7,3053,1,7
"Fabrikam SLR Camera 35"" X358 Orange","Fabrikam, Inc.",Orange,Fabrikam,2009-07-05 00:00:00,Jul,13,5671,1,13
"Fabrikam SLR Camera 35"" X358 Pink","Fabrikam, Inc.",Pink,Fabrikam,2007-11-13 00:00:00,Nov,8,3490,1,8
"Fabrikam SLR Camera 35"" X358 Silver","Fabrikam, Inc.",Silver,Fabrikam,2007-10-02 00:00:00,Oct,1,436,1,1
"Fabrikam SLR Camera 35"" X358 Silver Grey","Fabrikam, Inc.",Silver Grey,Fabrikam,2008-11-16 00:00:00,Nov,13,5671,1,13
Fabrikam SLR Camera M147 Silver,"Fabrikam, Inc.",Silver,Fabrikam,2007-12-24 00:00:00,Dec,8,2672,1,2
Fabrikam SLR Camera M147 Silver,"Fabrikam, Inc.",Silver,Fabrikam,2007-12-24 00:00:00,Jan,,,,6
Fabrikam SLR Camera M148 Gold,"Fabrikam, Inc.",Gold,Fabrikam,2009-10-31 00:00:00,Oct,7,2324,1,
Fabrikam SLR Camera M148 Gold,"Fabrikam, Inc.",Gold,Fabrikam,2009-10-31 00:00:00,Nov,,,,7
Fabrikam SLR Camera M148 Silver Grey,"Fabrikam, Inc.",Silver Grey,Fabrikam,2007-04-03 00:00:00,Apr,15,4980,9,15
Fabrikam SLR Camera M148 Silver Grey,"Fabrikam, Inc.",Silver Grey,Fabrikam,2007-06-23 00:00:00,Jun,10,3320,1,5
Fabrikam SLR Camera M148 Silver Grey,"Fabrikam, Inc.",Silver Grey,Fabrikam,2007-06-23 00:00:00,Jul,,,,5
Fabrikam SLR Camera M148 Silver Grey,"Fabrikam, Inc.",Silver Grey,Fabrikam,2007-08-19 00:00:00,Aug,14,4648,1,14
Fabrikam SLR Camera M149 Pink,"Fabrikam, Inc.",Pink,Fabrikam,2009-04-03 00:00:00,Apr,1,319,1,1
Fabrikam SLR Camera X146 Black,"Fabrikam, Inc.",Black,Fabrikam,2007-11-28 00:00:00,Nov,2,1258,1,
Fabrikam SLR Camera X146 Black,"Fabrikam, Inc.",Black,Fabrikam,2007-11-28 00:00:00,Dec,,,,2
Fabrikam SLR Camera X148 Gold,"Fabrikam, Inc.",Gold,Fabrikam,2008-06-05 00:00:00,Jun,4,2628,1,4
Fabrikam SLR Camera X149 Pink,"Fabrikam, Inc.",Pink,Fabrikam,2008-10-28 00:00:00,Oct,5,3135,1,
Fabrikam SLR Camera X149 Pink,"Fabrikam, Inc.",Pink,Fabrikam,2008-10-28 00:00:00,Nov,,,,5
Fabrikam Social videographer 1'' 25mm E400 Black,"Fabrikam, Inc.",Black,Fabrikam,2007-04-19 00:00:00,Apr,8,1440,6,8
Fabrikam Social videographer 1'' 25mm E400 Black,"Fabrikam, Inc.",Black,Fabrikam,2009-11-14 00:00:00,Nov,13,2340,1,13
Fabrikam Social Videographer 1'' 25mm E400 Grey,"Fabrikam, Inc.",Grey,Fabrikam,2008-04-21 00:00:00,Apr,15,2700,1,6
Fabrikam Social Videographer 1'' 25mm E400 Grey,"Fabrikam, Inc.",Grey,Fabrikam,2008-04-21 00:00:00,May,,,,9
"Fabrikam Social Videographer 1"" 25mm E400 Blue","Fabrikam, Inc.",Blue,Fabrikam,2008-01-03 00:00:00,Jan,2,376,1,2
"Fabrikam Social Videographer 1"" 25mm E400 Orange","Fabrikam, Inc.",Orange,Fabrikam,2008-05-02 00:00:00,May,4,720,1,4
Fabrikam Social Videographer 1/2'' 3mm E300 Black,"Fabrikam, Inc.",Black,Fabrikam,2007-06-10 00:00:00,Jun,7,1190,1,7
Fabrikam Social Videographer 1/3'' 8.5mm E200 White,"Fabrikam, Inc.",White,Fabrikam,2008-03-03 00:00:00,Mar,8,1344,1,8
"Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue","Fabrikam, Inc.",Blue,Fabrikam,2007-03-19 00:00:00,Mar,8,1344,6,8
"Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue","Fabrikam, Inc.",Blue,Fabrikam,2007-05-20 00:00:00,May,1,168,1,1
"Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue","Fabrikam, Inc.",Blue,Fabrikam,2009-03-06 00:00:00,Mar,8,1344,1,8
Fabrikam Social Videographer 2/3'' 17mm E100 Black,"Fabrikam, Inc.",Black,Fabrikam,2009-04-15 00:00:00,Apr,15,2400,1,15
Fabrikam Social Videographer 2/3'' 17mm E100 White,"Fabrikam, Inc.",White,Fabrikam,2008-08-02 00:00:00,Aug,4,632,1,4
Fabrikam Social Videographer 2/3'' 17mm E100 White,"Fabrikam, Inc.",White,Fabrikam,2009-04-10 00:00:00,Apr,12,1896,1,12
Fabrikam Trendsetter 1'' 25mm X400 White,"Fabrikam, Inc.",White,Fabrikam,2009-12-21 00:00:00,,7,7000,1,7
"Fabrikam Trendsetter 1"" 25mm X400 Blue","Fabrikam, Inc.",Blue,Fabrikam,2009-06-28 00:00:00,Jun,2,2000,1,
"Fabrikam Trendsetter 1"" 25mm X400 Blue","Fabrikam, Inc.",Blue,Fabrikam,2009-06-28 00:00:00,Jul,,,,2
Fabrikam Trendsetter 1/2'' 3mm X300 Black,"Fabrikam, Inc.",Black,Fabrikam,2007-09-15 00:00:00,Sep,5,4995,1,5
Fabrikam Trendsetter 1/2'' 3mm X300 Grey,"Fabrikam, Inc.",Grey,Fabrikam,2007-12-02 00:00:00,Dec,12,11988,1,12
Fabrikam Trendsetter 1/3'' 8.5mm X200 White,"Fabrikam, Inc.",White,Fabrikam,2008-02-07 00:00:00,Feb,4,3992,1,4
"Fabrikam Trendsetter 1/3"" 8.5mm X200 Blue","Fabrikam, Inc.",Blue,Fabrikam,2007-11-13 00:00:00,Nov,6,5988,1,6
"Fabrikam Trendsetter 1/3"" 8.5mm X200 Blue","Fabrikam, Inc.",Blue,Fabrikam,2007-12-15 00:00:00,Dec,11,10978,1,11
Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Black,Fabrikam,2008-10-19 00:00:00,Oct,7,6860,1,7
Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Black,Fabrikam,2009-08-27 00:00:00,Aug,1,980,1,
Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Black,Fabrikam,2009-08-27 00:00:00,Sep,,,,1
Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Grey,Fabrikam,2008-12-22 00:00:00,Dec,13,12740,1,7
Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Grey,Fabrikam,2008-12-22 00:00:00,Jan,,,,6
Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Grey,Fabrikam,2009-07-23 00:00:00,Jul,7,6860,1,5
Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Grey,Fabrikam,2009-07-23 00:00:00,Aug,,,,2
Fabrikam Trendsetter 2/3'' 17mm X100 White,"Fabrikam, Inc.",White,Fabrikam,2007-07-04 00:00:00,Jul,2,1960,1,2
Fabrikam Trendsetter 2/3'' 17mm X100 White,"Fabrikam, Inc.",White,Fabrikam,2009-09-06 00:00:00,Sep,13,12740,1,13
Headphone Adapter for Contoso Phone E130 Black,"Contoso, Ltd",Black,Contoso,2008-05-08 00:00:00,May,14,140,1,14
Headphone Adapter for Contoso Phone E130 Black,"Contoso, Ltd",Black,Contoso,2008-06-01 00:00:00,Jun,13,130,1,13
Headphone Adapter for Contoso Phone E130 Black,"Contoso, Ltd",Black,Contoso,2008-06-17 00:00:00,Jun,13,130,1,13
Headphone Adapter for Contoso Phone E130 Black,"Contoso, Ltd",Black,Contoso,2009-01-12 00:00:00,Jan,13,130,1,13
Headphone Adapter for Contoso Phone E130 Black,"Contoso, Ltd",Black,Contoso,2009-02-13 00:00:00,Feb,15,150,1,15
Headphone Adapter for Contoso Phone E130 Black,"Contoso, Ltd",Black,Contoso,2009-04-29 00:00:00,Apr,14,140,1,
Headphone Adapter for Contoso Phone E130 Black,"Contoso, Ltd",Black,Contoso,2009-04-29 00:00:00,May,,,,14
Headphone Adapter for Contoso Phone E130 Black,"Contoso, Ltd",Black,Contoso,2009-05-09 00:00:00,May,15,150,1,15
Headphone Adapter for Contoso Phone E130 Black,"Contoso, Ltd",Black,Contoso,2009-07-11 00:00:00,Jul,2,20,1,2
Headphone Adapter for Contoso Phone E130 Black,"Contoso, Ltd",Black,Contoso,2009-07-24 00:00:00,Jul,14,140,1,4
Headphone Adapter for Contoso Phone E130 Black,"Contoso, Ltd",Black,Contoso,2009-07-24 00:00:00,Aug,,,,10
Headphone Adapter for Contoso Phone E130 Black,"Contoso, Ltd",Black,Contoso,2009-10-17 00:00:00,Oct,13,130,1,13
Headphone Adapter for Contoso Phone E130 Silver,"Contoso, Ltd",Silver,Contoso,2008-08-18 00:00:00,Aug,8,80,1,8
Headphone Adapter for Contoso Phone E130 Silver,"Contoso, Ltd",Silver,Contoso,2008-10-10 00:00:00,Oct,13,130,1,13
Headphone Adapter for Contoso Phone E130 Silver,"Contoso, Ltd",Silver,Contoso,2009-01-24 00:00:00,Feb,,,,10
Headphone Adapter for Contoso Phone E130 Silver,"Contoso, Ltd",Silver,Contoso,2009-01-24 00:00:00,Jan,14,140,1,4
Headphone Adapter for Contoso Phone E130 Silver,"Contoso, Ltd",Silver,Contoso,2009-05-23 00:00:00,May,14,140,1,10
Headphone Adapter for Contoso Phone E130 Silver,"Contoso, Ltd",Silver,Contoso,2009-05-23 00:00:00,Jun,,,,4
Headphone Adapter for Contoso Phone E130 Silver,"Contoso, Ltd",Silver,Contoso,2009-08-15 00:00:00,Aug,15,150,1,15
Headphone Adapter for Contoso Phone E130 Silver,"Contoso, Ltd",Silver,Contoso,2009-10-16 00:00:00,Oct,15,150,1,15
Headphone Adapter for Contoso Phone E130 Silver,"Contoso, Ltd",Silver,Contoso,2009-12-01 00:00:00,Dec,13,130,1,13
Headphone Adapter for Contoso Phone E130 White,"Contoso, Ltd",White,Contoso,2008-08-09 00:00:00,Aug,14,140,1,14
Headphone Adapter for Contoso Phone E130 White,"Contoso, Ltd",White,Contoso,2008-10-09 00:00:00,Oct,15,150,1,15
Headphone Adapter for Contoso Phone E130 White,"Contoso, Ltd",White,Contoso,2009-07-26 00:00:00,Jul,14,140,1,
Headphone Adapter for Contoso Phone E130 White,"Contoso, Ltd",White,Contoso,2009-07-26 00:00:00,Aug,,,,14
Headphone Adapter for Contoso Phone E130 White,"Contoso, Ltd",White,Contoso,2009-09-05 00:00:00,Sep,15,150,1,15
Headphone Adapter for Contoso Phone E130 White,"Contoso, Ltd",White,Contoso,2009-10-01 00:00:00,Oct,13,130,1,13
Headphone Adapter for Contoso Phone E130 White,"Contoso, Ltd",White,Contoso,2009-11-03 00:00:00,Nov,13,130,1,13
Headphone Adapter for Contoso Phone E130 White,"Contoso, Ltd",White,Contoso,2009-11-30 00:00:00,Nov,14,140,1,
Headphone Adapter for Contoso Phone E130 White,"Contoso, Ltd",White,Contoso,2009-11-30 00:00:00,Dec,,,,14
Headphone Adapter for Contoso Phone E130 White,"Contoso, Ltd",White,Contoso,2009-12-08 00:00:00,,,,,4
Headphone Adapter for Contoso Phone E130 White,"Contoso, Ltd",White,Contoso,2009-12-08 00:00:00,Dec,14,140,1,10
Headphone Adapter for Contoso Phone E130 White,"Contoso, Ltd",White,Contoso,2009-12-23 00:00:00,,14,140,1,14
Headphone Adapter for Contoso Phone E130 White,"Contoso, Ltd",White,Contoso,2009-12-31 00:00:00,,10,100,1,10
Litware 120mm Blue LED Case Fan E901 Black,"Litware, Inc.",Black,Litware,2008-05-20 00:00:00,May,6,60,1,6
Litware 120mm Blue LED Case Fan E901 Black,"Litware, Inc.",Black,Litware,2009-08-19 00:00:00,Aug,14,140,1,14
Litware 120mm Blue LED Case Fan E901 blue,"Litware, Inc.",Blue,Litware,2008-05-16 00:00:00,May,12,120,1,12
Litware 120mm Blue LED Case Fan E901 blue,"Litware, Inc.",Blue,Litware,2008-10-25 00:00:00,Oct,13,130,1,1
Litware 120mm Blue LED Case Fan E901 blue,"Litware, Inc.",Blue,Litware,2008-10-25 00:00:00,Nov,,,,12
Litware 120mm Blue LED Case Fan E901 White,"Litware, Inc.",White,Litware,2008-03-18 00:00:00,Mar,6,60,1,6
Litware 120mm Blue LED Case Fan E901 White,"Litware, Inc.",White,Litware,2009-07-23 00:00:00,Jul,15,150,1,11
Litware 120mm Blue LED Case Fan E901 White,"Litware, Inc.",White,Litware,2009-07-23 00:00:00,Aug,,,,4
"Litware 14"" High Velocity Floor Fan E801 Silver","Litware, Inc.",Silver,Litware,2009-11-18 00:00:00,Nov,13,585,1,13
"Litware 14"" High Velocity Floor Fan E801 White","Litware, Inc.",White,Litware,2008-03-26 00:00:00,Mar,10,450,1,
"Litware 14"" High Velocity Floor Fan E801 White","Litware, Inc.",White,Litware,2008-03-26 00:00:00,Apr,,,,10
Litware 18'' Adjustable Oscillating Pedestal Fan E301 Black,"Litware, Inc.",Black,Litware,2007-03-12 00:00:00,Mar,9,331,6,9
Litware 18'' Adjustable Oscillating Pedestal Fan E301 Black,"Litware, Inc.",Black,Litware,2009-08-21 00:00:00,Aug,14,516,1,14
Litware 18'' Oscillating Pedestal Fan M145 Yellow,"Litware, Inc.",Yellow,Litware,2008-06-11 00:00:00,Jun,6,2400,1,6
Litware 20'' Box Fan E401 Black,"Litware, Inc.",Black,Litware,2009-10-15 00:00:00,Oct,12,312,1,12
Litware 20'' Box Fan E401 Blue,"Litware, Inc.",Blue,Litware,2008-07-07 00:00:00,Jul,4,104,1,4
Litware 20'' Box Fan E401 Yellow,"Litware, Inc.",Yellow,Litware,2008-09-13 00:00:00,Sep,7,182,1,7
Litware 20'' Box Fan E401 Yellow,"Litware, Inc.",Yellow,Litware,2008-10-01 00:00:00,Oct,12,312,1,12
Litware 20'' Weather-Shield Performance Box Fan E1601 Black,"Litware, Inc.",Black,Litware,2009-05-31 00:00:00,May,14,420,1,
Litware 20'' Weather-Shield Performance Box Fan E1601 Black,"Litware, Inc.",Black,Litware,2009-05-31 00:00:00,Jun,,,,14
Litware 3-Speed Oscillating Blower Fan M115 Black,"Litware, Inc.",Black,Litware,2008-09-17 00:00:00,Sep,8,592,1,8
Litware 3-Speed Oscillating Blower Fan M115 Black,"Litware, Inc.",Black,Litware,2008-10-15 00:00:00,Oct,7,518,1,7
Litware 3-Speed Oscillating Blower Fan M115 White,"Litware, Inc.",White,Litware,2007-02-25 00:00:00,Feb,5,370,2,
